2.8543498992,0.9579667091,1.3685239553,1.5738025665
2.7174975872,0.7917888641,1.1534701585,2.2189638614
2.3167154788,0.6549364089,1.0068426132,2.5219941139
2.1212120056,0.5474095821,0.8406646728,2.6490714550
1.8475073814,0.4496578693,0.7331378459,2.5122189521
1.7008798122,0.3910068321,0.6451612472,2.0625610351
1.5542521476,0.3421309947,0.5474095821,1.7106549739
1.4662756919,0.3030303001,0.5180840492,1.4271749496
1.4760508537,0.2639296054,0.4301075458,1.1827956390
1.4271749496,0.2346040964,0.4007820129,0.9775171279
1.3391984701,0.2150537729,0.4301075458,0.8113391876
1.2316715717,0.2052785873,0.4203323364,0.6647116661
1.0654937028,0.1759530782,0.4398827075,0.5571847438
0.9384163856,0.1759530782,0.4007820129,0.4692081928
0.8015640258,0.1661779165,0.4007820129,0.3910068321
0.6940371513,0.1759530782,0.3812316703,0.3225806236
0.6256109237,0.1759530782,0.3421309947,0.2834799575
0.5474095821,0.1661779165,0.3616813421,0.2541544437
0.5767350673,0.1661779165,0.3519061565,0.2248289346
0.5180840492,0.1857282543,0.3519061565,0.2052785873
0.5376344203,0.1759530782,0.3421309947,0.1857282543
0.5865102291,0.1955034160,0.3128054618,0.1661779165
0.5669599056,0.2248289346,0.2932551193,0.1466275596
0.5083088874,0.2150537729,0.2834799575,0.1270772218
0.4887585639,0.2443792819,0.3030303001,0.1270772218
0.4398827075,0.2541544437,0.3519061565,0.1270772218
0.4301075458,0.2834799575,0.4398827075,0.1173020482
0.3812316703,0.3323558330,0.4203323364,0.1173020482
0.3519061565,0.3421309947,0.4105571746,0.1173020482
0.3323558330,0.3616813421,0.4398827075,0.1075268864
0.4007820129,0.4105571746,0.4105571746,0.1173020482
0.3616813421,0.4203323364,0.4203323364,0.1173020482
0.3519061565,0.4105571746,0.4105571746,0.1173020482
0.3323558330,0.3910068321,0.3714565038,0.1270772218
0.3128054618,0.4203323364,0.3714565038,0.1173020482
0.3030303001,0.4887585639,0.3910068321,0.1270772218
0.3030303001,0.4496578693,0.3616813421,0.1075268864
0.2834799575,0.4985337257,0.3714565038,0.1075268864
0.2834799575,0.5278592109,0.3812316703,0.0977517032
0.3030303001,0.5180840492,0.4007820129,0.0977517032
0.3812316703,0.5180840492,0.4007820129,0.1075268864
0.4496578693,0.5376344203,0.3812316703,0.1075268864
0.4594330310,0.5669599056,0.3812316703,0.1173020482
0.4789833545,0.5376344203,0.3910068321,0.1173020482
0.4985337257,0.5865102291,0.3812316703,0.1368523955
0.5767350673,0.6158357620,0.3812316703,0.1270772218
0.6158357620,0.5767350673,0.3714565038,0.1270772218
0.6060606002,0.5865102291,0.3421309947,0.1173020482
0.6158357620,0.6256109237,0.3225806236,0.1075268864
0.6256109237,0.5962854385,0.3225806236,0.0977517032
0.6158357620,0.6549364089,0.3323558330,0.0879765415
0.5962854385,0.7331378459,0.3128054618,0.0782013654
0.6256109237,0.7038123130,0.2932551193,0.0684261989
0.5962854385,0.7135874748,0.2834799575,0.0782013654
0.6256109237,0.7331378459,0.2932551193,0.0977517032
0.5865102291,0.8015640258,0.3030303001,0.1075268864
0.6158357620,0.8308895111,0.3421309947,0.1075268864
0.6256109237,0.9579667091,0.3030303001,0.0977517032
0.6647116661,0.9872922897,0.3030303001,0.0879765415
0.6940371513,1.0557184219,0.3030303001,0.0782013654
0.8797654151,1.0948191833,0.2737047910,0.0684261989
0.9481915473,1.1534701585,0.2541544437,0.0782013654
0.8308895111,1.0654937028,0.2443792819,0.0782013654
0.7429130077,1.1143695116,0.2834799575,0.0879765415
0.9579667091,1.1632453203,0.2932551193,0.0879765415
0.9384163856,1.2512218952,0.2834799575,0.0879765415
0.8895405769,1.2316715717,0.3030303001,0.0879765415
0.8211143493,1.1241446733,0.2932551193,0.0977517032
0.7722384929,1.1730204820,0.2737047910,0.0879765415
0.7722384929,1.2121212482,0.2443792819,0.0879765415
0.8504399299,1.2609970569,0.2346040964,0.0977517032
0.7429130077,1.1925709247,0.2737047910,0.0977517032
0.6256109237,1.1339198350,0.2834799575,0.1075268864
0.6647116661,1.1436949968,0.2737047910,0.1075268864
0.6940371513,1.0850440216,0.2834799575,0.1075268864
0.7526881694,1.1436949968,0.2737047910,0.1075268864
0.7624633312,1.2023460865,0.2639296054,0.1075268864
0.7526881694,1.2805473804,0.2443792819,0.0977517032
0.6647116661,1.4173997879,0.2639296054,0.0977517032
0.6158357620,1.3098728656,0.3128054618,0.0977517032
0.5767350673,1.2512218952,0.3128054618,0.0977517032
0.5962854385,1.2805473804,0.3225806236,0.0977517032
0.5376344203,1.2609970569,0.3030303001,0.0879765415
0.5669599056,1.2903225421,0.3128054618,0.0782013654
0.5278592109,1.2414467334,0.3225806236,0.0879765415
0.4887585639,1.2609970569,0.3128054618,0.0879765415
0.4692081928,1.3587487936,0.3323558330,0.0879765415
0.4594330310,1.2903225421,0.3421309947,0.0879765415
0.4985337257,1.2805473804,0.3128054618,0.0879765415
0.6744868278,1.3098728656,0.3030303001,0.0977517032
0.6647116661,1.2903225421,0.2932551193,0.0977517032
0.6158357620,1.2023460865,0.3225806236,0.0977517032
0.6158357620,1.3391984701,0.3128054618,0.0977517032
0.5669599056,1.2609970569,0.3323558330,0.0977517032
0.5962854385,1.4565005302,0.3421309947,0.1075268864
0.5571847438,1.3978494453,0.3323558330,0.0977517032
0.4789833545,1.5444769859,0.3519061565,0.0977517032
0.4398827075,1.4662756919,0.3910068321,0.0879765415
0.4007820129,1.3587487936,0.4007820129,0.0977517032
0.3616813421,1.3587487936,0.4007820129,0.0977517032
0.4398827075,1.2414467334,0.4301075458,0.0977517032
0.4203323364,1.1730204820,0.4398827075,0.0977517032
0.3714565038,1.0068426132,0.3812316703,0.0879765415
0.3519061565,0.8504399299,0.4203323364,0.0879765415
0.3910068321,0.7820136547,0.4105571746,0.0782013654
0.3812316703,0.7526881694,0.4692081928,0.0782013654
0.3616813421,0.7135874748,0.4692081928,0.0782013654
0.3519061565,0.6451612472,0.4887585639,0.0879765415
0.3225806236,0.5571847438,0.5180840492,0.1075268864
0.3030303001,0.5278592109,0.5180840492,0.1075268864
0.3128054618,0.4692081928,0.5669599056,0.1075268864
0.2737047910,0.4398827075,0.5474095821,0.0977517032
0.2639296054,0.4007820129,0.4985337257,0.0977517032
0.2737047910,0.4203323364,0.5669599056,0.0977517032
0.2639296054,0.4789833545,0.5669599056,0.0879765415
0.2639296054,0.4105571746,0.5376344203,0.0977517032
0.2443792819,0.3519061565,0.5571847438,0.0977517032
0.2346040964,0.3519061565,0.6353860855,0.0977517032
0.2150537729,0.3030303001,0.7233626842,0.0977517032
0.1955034160,0.2737047910,0.7233626842,0.0977517032
0.1857282543,0.2932551193,0.6940371513,0.0879765415
0.1759530782,0.2737047910,0.6549364089,0.0879765415
0.1759530782,0.2541544437,0.7429130077,0.0879765415
0.1466275596,0.2639296054,0.7526881694,0.0977517032
0.1564027309,0.2834799575,0.8797654151,0.0977517032
0.1661779165,0.2737047910,0.8602150917,0.0977517032
0.1564027309,0.2639296054,1.0361680984,0.0879765415
0.1759530782,0.2541544437,1.1241446733,0.0782013654
0.1955034160,0.2346040964,1.2316715717,0.0782013654
0.1955034160,0.2248289346,1.2023460865,0.0977517032
0.1661779165,0.2346040964,1.3294233083,0.0977517032
0.1564027309,0.2248289346,1.4369501113,0.0977517032
0.1564027309,0.2541544437,1.3978494453,0.0977517032
0.1661779165,0.2639296054,1.3489736318,0.0879765415
0.1661779165,0.3323558330,1.2218964099,0.0879765415
0.1466275596,0.3910068321,1.1241446733,0.0977517032
0.1368523955,0.4007820129,1.2316715717,0.0879765415
0.1270772218,0.4594330310,1.3587487936,0.0879765415
0.1075268864,0.4203323364,1.3880742835,0.0977517032
0.1173020482,0.4301075458,1.3587487936,0.0977517032
0.1075268864,0.5083088874,1.2316715717,0.0782013654
0.1075268864,0.4985337257,1.2609970569,0.0782013654
0.1075268864,0.5376344203,1.3489736318,0.0879765415
0.0977517032,0.5376344203,1.2805473804,0.1075268864
0.1075268864,0.5571847438,1.2316715717,0.1075268864
0.1173020482,0.6353860855,1.1730204820,0.0977517032
0.1075268864,0.6451612472,1.1436949968,0.0879765415
0.1075268864,0.6256109237,1.0948191833,0.0782013654
0.1173020482,0.6744868278,1.1436949968,0.0782013654
0.1270772218,0.7038123130,1.1925709247,0.0684261989
0.1173020482,0.7135874748,1.2121212482,0.0684261989
0.0977517032,0.6647116661,1.0752688646,0.0782013654
0.0977517032,0.6940371513,1.1339198350,0.0879765415
0.0879765415,0.7429130077,1.1045943498,0.0977517032
0.0879765415,0.7624633312,1.0557184219,0.0879765415
0.0879765415,0.6940371513,1.0361680984,0.0782013654
0.0879765415,0.7038123130,1.0166177749,0.0782013654
0.0782013654,0.6256109237,1.1534701585,0.0879765415
0.1075268864,0.6158357620,1.0850440216,0.0879765415
0.0977517032,0.5962854385,1.0557184219,0.0977517032
0.0879765415,0.5669599056,1.0068426132,0.0977517032
0.0782013654,0.5669599056,1.0459432601,0.0879765415
0.0782013654,0.6158357620,1.0948191833,0.0879765415
0.0879765415,0.6744868278,1.2316715717,0.0879765415
0.0879765415,0.6549364089,1.1925709247,0.0977517032
0.0782013654,0.6744868278,1.1045943498,0.0879765415
0.0782013654,0.7135874748,1.1534701585,0.0879765415
0.0879765415,0.7820136547,1.3978494453,0.0879765415
0.0879765415,0.7038123130,1.3587487936,0.0977517032
0.0879765415,0.7331378459,1.2218964099,0.0977517032
0.0879765415,0.7624633312,1.2512218952,0.0977517032
0.0879765415,0.8211143493,1.0654937028,0.0879765415
