0,0.0391006832
1,0.3128054618
2,0.4398827075
3,0.4789833545
4,0.4985337257
5,0.4594330310
6,0.3714565038
7,0.3030303001
8,0.2443792819
9,0.1955034160
10,0.1661779165
11,0.1270772218
12,0.0977517032
13,0.0782013654
14,0.0586510229
15,0.0488758516
16,0.0391006832
17,0.0293255119
18,0.0195503416
19,0.0097751703
20,0.0097751703
21,0.0097751703
22,0.0097751703
23,0.0000000000
24,0.0000000000
25,0.0000000000
26,0.0000000000
27,0.0000000000
28,0.0000000000
29,0.0000000000
30,0.0000000000
31,0.0000000000
32,0.0000000000
33,0.0000000000
34,0.0000000000
35,0.0000000000
36,0.0000000000
37,0.0000000000
38,0.0000000000
39,0.0000000000
40,0.0000000000
41,0.0000000000
42,0.0000000000
43,0.0000000000
44,0.0000000000
45,0.0000000000
46,0.0000000000
47,0.0000000000
48,0.0000000000
49,0.0000000000
50,0.0000000000
51,0.0000000000
52,0.0000000000
53,0.0000000000
54,0.0000000000
55,0.0000000000
56,0.0000000000
57,0.0000000000
58,0.0000000000
59,0.0000000000
60,0.0000000000
61,0.0000000000
62,0.0000000000
63,0.0000000000
64,0.0000000000
65,0.0000000000
66,0.0000000000
67,0.0000000000
68,0.0000000000
69,0.0000000000
70,0.0000000000
71,0.0000000000
72,0.0000000000
73,0.0000000000
74,0.0000000000
75,0.0000000000
76,0.0000000000
77,0.0000000000
78,0.0000000000
79,0.0000000000
80,0.0000000000
81,0.0000000000
82,0.0000000000
83,0.0000000000
84,0.0000000000
85,0.0000000000
86,0.0000000000
87,0.0000000000
88,0.0000000000
89,0.0000000000
90,0.0000000000
91,0.0000000000
92,0.0000000000
93,0.0000000000
94,0.0000000000
95,0.0000000000
96,0.0000000000
97,0.0000000000
98,0.0000000000
99,0.0000000000
100,0.0000000000
101,0.0000000000
102,0.0000000000
103,0.0000000000
104,0.0000000000
105,0.0000000000
106,0.0000000000
107,0.0000000000
108,0.0000000000
109,0.0000000000
110,0.0000000000
111,0.0000000000
112,0.0000000000
113,0.0000000000
114,0.0000000000
115,0.0000000000
116,0.0000000000
117,0.0000000000
118,0.0000000000
119,0.0000000000
120,0.0000000000
121,0.0000000000
122,0.0000000000
123,0.0000000000
124,0.0000000000
125,0.0000000000
126,0.0000000000
127,0.0000000000
128,0.0000000000
129,0.0000000000
130,0.0000000000
131,0.0000000000
132,0.0000000000
133,0.0000000000
134,0.0000000000
135,0.0000000000
136,0.0000000000
137,0.0000000000
138,0.0000000000
139,0.0000000000
140,0.0000000000
141,0.0000000000
142,0.0000000000
143,0.0000000000
144,0.0000000000
145,0.0000000000
146,0.0000000000
147,0.0000000000
148,0.0000000000
149,0.0000000000
150,0.0000000000
151,0.0000000000
152,0.0000000000
153,0.0097751703
154,0.0097751703
155,0.0000000000
156,0.0000000000
157,0.0000000000
158,0.0000000000
159,0.0000000000
160,0.0097751703
161,0.0195503416
162,0.0195503416
163,0.0097751703
164,0.0097751703
165,0.0195503416
166,0.0293255119
167,0.0293255119
168,0.0293255119
169,0.0391006832
170,0.0391006832
171,0.0391006832
172,0.0391006832
173,0.0488758516
174,0.0488758516
175,0.0488758516
176,0.0488758516
177,0.0488758516
178,0.0586510229
179,0.0488758516
180,0.0488758516
181,0.0586510229
182,0.0488758516
183,0.0488758516
184,0.0586510229
185,0.0586510229
186,0.0488758516
187,0.0488758516
188,0.0586510229
189,0.0488758516
190,0.0488758516
191,0.0391006832
192,0.0391006832
193,0.0391006832
194,0.0293255119
195,0.0293255119
196,0.0293255119
197,0.0195503416
198,0.0195503416
199,0.0195503416
200,0.0195503416
201,0.0195503416
202,0.0097751703
203,0.0195503416
204,0.0195503416
205,0.0293255119
206,0.0293255119
207,0.0195503416
208,0.0195503416
209,0.0097751703
210,0.0097751703
211,0.0195503416
212,0.0293255119
213,0.0293255119
214,0.0293255119
215,0.0293255119
216,0.0293255119
217,0.0195503416
218,0.0195503416
219,0.0293255119
220,0.0293255119
221,0.0293255119
222,0.0195503416
223,0.0293255119
224,0.0391006832
225,0.0293255119
226,0.0293255119
227,0.0293255119
228,0.0293255119
229,0.0391006832
230,0.0391006832
231,0.0391006832
232,0.0488758516
233,0.0488758516
234,0.0488758516
235,0.0488758516
236,0.0391006832
237,0.0391006832
238,0.0293255119
239,0.0293255119
240,0.0391006832
241,0.0293255119
242,0.0293255119
243,0.0293255119
244,0.0293255119
245,0.0293255119
246,0.0195503416
247,0.0195503416
248,0.0195503416
249,0.0195503416
250,0.0293255119
251,0.0293255119
252,0.0293255119
253,0.0586510229
254,0.0782013654
255,0.0977517032
256,0.1270772218
257,0.1466275596
258,0.1466275596
259,0.1466275596
260,0.1270772218
261,0.1466275596
262,0.1564027309
263,0.1661779165
264,0.1661779165
265,0.1857282543
266,0.1955034160
267,0.1661779165
268,0.1564027309
269,0.1466275596
270,0.1466275596
271,0.1564027309
272,0.1564027309
273,0.1466275596
274,0.1270772218
275,0.1075268864
276,0.1270772218
277,0.1368523955
278,0.1173020482
279,0.0977517032
280,0.0782013654
281,0.0684261989
282,0.0684261989
283,0.0586510229
284,0.0586510229
285,0.0488758516
286,0.0488758516
287,0.0488758516
288,0.0488758516
289,0.0391006832
290,0.0391006832
291,0.0391006832
292,0.0391006832
293,0.0391006832
294,0.0293255119
295,0.0195503416
296,0.0195503416
297,0.0195503416
298,0.0097751703
299,0.0195503416
300,0.0195503416
301,0.0097751703
302,0.0000000000
303,0.0097751703
304,0.0097751703
305,0.0391006832
306,0.0488758516
307,0.0488758516
308,0.0488758516
309,0.0586510229
310,0.0586510229
311,0.0586510229
312,0.0586510229
313,0.0488758516
314,0.0391006832
315,0.0391006832
316,0.0391006832
317,0.0293255119
318,0.0293255119
319,0.0293255119
320,0.0293255119
321,0.0195503416
322,0.0293255119
323,0.0293255119
324,0.0293255119
325,0.0293255119
326,0.0293255119
327,0.0293255119
328,0.0293255119
329,0.0293255119
330,0.0391006832
331,0.0488758516
332,0.0391006832
333,0.0391006832
334,0.0391006832
335,0.0391006832
336,0.0391006832
337,0.0293255119
338,0.0391006832
339,0.0586510229
340,0.0488758516
341,0.0488758516
342,0.0391006832
343,0.0391006832
344,0.0488758516
345,0.0488758516
346,0.0586510229
347,0.0488758516
348,0.0391006832
349,0.0293255119
350,0.0293255119
351,0.0195503416
352,0.0195503416
353,0.0097751703
354,0.0097751703
355,0.0097751703
356,0.0097751703
357,0.0097751703
358,0.0000000000
359,0.0000000000
360,0.0097751703
361,0.0195503416
362,0.0391006832
363,0.0684261989
364,0.0977517032
365,0.1075268864
366,0.1661779165
367,0.1955034160
368,0.2052785873
369,0.2737047910
370,0.3030303001
371,0.3030303001
372,0.2834799575
373,0.2932551193
374,0.3421309947
375,0.3128054618
376,0.3128054618
377,0.3421309947
378,0.3323558330
379,0.3128054618
380,0.3616813421
381,0.3616813421
382,0.4203323364
383,0.4301075458
384,0.4496578693
385,0.4496578693
386,0.5474095821
387,0.6060606002
388,0.5962854385
