1.466275692,0.518084049,0.596285439,0.293255119,0.361681342,0.586510229
2.189638376,0.957966709,1.847507381,2.903225899,1.681329346,1.42717495
2.482893467,0.752688169,1.485826015,2.326490641,1.368523955,1.153470159
2.590420246,0.6060606,1.182795639,1.867057705,1.133919835,0.928641224
2.60997057,0.478983355,0.957966709,1.534701824,0.918866062,0.762463331
2.365591288,0.38123167,0.762463331,1.241446733,0.752688169,0.635386086
1.945259094,0.312805462,0.6060606,1.026392937,0.615835762,0.518084049
1.603128052,0.254154444,0.459433031,0.85043993,0.508308887,0.420332336
1.319648147,0.205278587,0.400782013,0.694037151,0.430107546,0.342130995
1.094819183,0.166177917,0.351906157,0.576735067,0.361681342,0.283479958
0.9090909,0.136852396,0.293255119,0.488758564,0.3030303,0.244379282
0.762463331,0.107526886,0.224828935,0.459433031,0.254154444,0.205278587
0.645161247,0.087976542,0.195503416,0.391006832,0.215053773,0.185728254
0.53763442,0.078201365,0.156402731,0.342130995,0.205278587,0.156402731
0.439882708,0.068426199,0.117302048,0.3030303,0.205278587,0.136852396
0.391006832,0.068426199,0.127077222,0.283479958,0.166177917,0.117302048
0.322580624,0.068426199,0.136852396,0.263929605,0.14662756,0.107526886
0.273704791,0.068426199,0.127077222,0.254154444,0.156402731,0.127077222
0.224828935,0.078201365,0.127077222,0.224828935,0.14662756,0.117302048
0.195503416,0.078201365,0.14662756,0.244379282,0.136852396,0.097751703
0.166177917,0.068426199,0.136852396,0.234604096,0.117302048,0.087976542
0.14662756,0.058651023,0.136852396,0.224828935,0.117302048,0.078201365
0.127077222,0.048875852,0.117302048,0.205278587,0.097751703,0.097751703
0.14662756,0.048875852,0.097751703,0.215053773,0.097751703,0.087976542
0.136852396,0.039100683,0.107526886,0.205278587,0.068426199,0.078201365
0.117302048,0.048875852,0.117302048,0.195503416,0.087976542,0.068426199
0.107526886,0.048875852,0.127077222,0.185728254,0.107526886,0.068426199
0.097751703,0.048875852,0.107526886,0.215053773,0.097751703,0.058651023
0.107526886,0.048875852,0.087976542,0.195503416,0.078201365,0.058651023
0.097751703,0.058651023,0.019550342,0.175953078,0.087976542,0.058651023
0.097751703,0.068426199,0,0.185728254,0.078201365,0.048875852
0.087976542,0.058651023,0,0.195503416,0.117302048,0.048875852
0.078201365,0.068426199,0,0.185728254,0.107526886,0.039100683
