1.573802567,2.854349899,0.957966709,1.368523955,0.928641224,2.404692173,0.273704791,0.635386086,0.068426199,0.205278587,1.28054738,0.645161247,0.087976542,0.312805462,1.036168098,0.615835762,0.156402731,0.097751703,0.273704791,0.703812313
2.218963861,2.717497587,0.791788864,1.153470159,0.772238493,2.003910065,1.348973632,1.192570925,0.068426199,1.114369512,3.030303001,2.658846617,2.492668629,2.688172102,1.89638319,1.485826015,1.10459435,1.04594326,0.371456504,1.173020482
2.521994114,2.316715479,0.654936409,1.006842613,0.645161247,1.642228699,1.847507381,1.212121248,0.078201365,0.899315739,2.60997057,2.170088053,1.955034256,2.199413538,1.79863143,1.28054738,0.918866062,0.85043993,0.38123167,0.98729229
2.649071455,2.121212006,0.547409582,0.840664673,0.557184744,1.397849445,2.082111359,1.182795639,0.068426199,0.742913008,2.336265802,1.876832867,1.544476986,1.788856268,1.603128052,1.212121248,0.752688169,0.694037151,0.38123167,0.821114349
2.512218952,1.847507381,0.449657869,0.733137846,0.478983355,1.192570925,2.189638376,1.241446733,0.068426199,0.6060606,1.945259094,1.622678375,1.22189641,1.436950111,1.446725368,1.10459435,0.615835762,0.557184744,0.38123167,0.713587475
2.062561035,1.700879812,0.391006832,0.645161247,0.410557175,1.006842613,2.09188652,1.124144673,0.068426199,0.498533726,1.612903214,1.524926662,0.967741871,1.251221895,1.231671572,0.967741871,0.527859211,0.469208193,0.361681342,0.645161247
1.710654974,1.554252148,0.342130995,0.547409582,0.361681342,0.85043993,1.739980459,1.036168098,0.078201365,0.420332336,1.33919847,1.534701824,0.772238493,1.114369512,1.202346087,0.9090909,0.439882708,0.400782013,0.322580624,0.566959906
1.42717495,1.466275692,0.3030303,0.518084049,0.312805462,0.713587475,1.436950111,1.016617775,0.068426199,0.361681342,1.10459435,1.466275692,0.625610924,1.036168098,1.055718422,0.840664673,0.361681342,0.351906157,0.322580624,0.488758564
1.182795639,1.476050854,0.263929605,0.430107546,0.273704791,0.615835762,1.192570925,1.124144673,0.068426199,0.312805462,0.948191547,1.348973632,0.508308887,0.948191547,1.10459435,0.782013655,0.322580624,0.3030303,0.342130995,0.410557175
0.977517128,1.42717495,0.234604096,0.400782013,0.234604096,0.527859211,0.997067451,1.22189641,0.068426199,0.273704791,0.801564026,1.192570925,0.420332336,0.928641224,1.094819183,0.801564026,0.283479958,0.254154444,0.312805462,0.38123167
