0.029325512,0,0.00977517
0.615835762,0.263929605,0.488758564
0.498533726,0.244379282,0.410557175
0.410557175,0.224828935,0.361681342
0.332355833,0.205278587,0.312805462
0.283479958,0.195503416,0.273704791
0.224828935,0.195503416,0.254154444
0.185728254,0.175953078,0.234604096
0.156402731,0.166177917,0.215053773
0.14662756,0.136852396,0.215053773
0.127077222,0.127077222,0.215053773
0.107526886,0.14662756,0.234604096
0.087976542,0.136852396,0.224828935
0.087976542,0.117302048,0.224828935
0.078201365,0.14662756,0.312805462
0.078201365,0.136852396,0.332355833
0.087976542,0.136852396,0.332355833
0.078201365,0.117302048,0.293255119
0.078201365,0.117302048,0.283479958
0.078201365,0.127077222,0.263929605
0.068426199,0.117302048,0.224828935
0.058651023,0.117302048,0.244379282
0.058651023,0.117302048,0.254154444
0.058651023,0.127077222,0.244379282
0.058651023,0.107526886,0.293255119
0.048875852,0.097751703,0.273704791
0.048875852,0.087976542,0.263929605
0.048875852,0.078201365,0.244379282
0.058651023,0.078201365,0.234604096
0.048875852,0.078201365,0.263929605
0.039100683,0.068426199,0.234604096
0.039100683,0.068426199,0.215053773
0.039100683,0.078201365,0.205278587
0.039100683,0.087976542,0.195503416
0.058651023,0.087976542,0.175953078
0.039100683,0.078201365,0.156402731
0.039100683,0.078201365,0.156402731
0.029325512,0.087976542,0.136852396
0.029325512,0.078201365,0.127077222
0.039100683,0.068426199,0.107526886
0.039100683,0.068426199,0.097751703
0.039100683,0.068426199,0.136852396
0.039100683,0.087976542,0.14662756
0.039100683,0.107526886,0.127077222
0.039100683,0.127077222,0.117302048
0.039100683,0.14662756,0.117302048
0.039100683,0.136852396,0.107526886
0.029325512,0.127077222,0.117302048
0.019550342,0.14662756,0.107526886
0.019550342,0.195503416,0.087976542
0.029325512,0.215053773,0.078201365
0.019550342,0.361681342,0.097751703
0.029325512,0.6060606,0.097751703
0.029325512,0.547409582,0.097751703
0.019550342,0.508308887,0.097751703
0.029325512,0.762463331,0.107526886
0.029325512,0.9090909,0.107526886
0.029325512,0.997067451,0.087976542
0.029325512,1.10459435,0.097751703
0.029325512,1.016617775,0.087976542
0.029325512,1.016617775,0.078201365
0.019550342,1.094819183,0.078201365
0.019550342,1.309872866,0.068426199
0.019550342,1.192570925,0.068426199
0.019550342,1.124144673,0.078201365
0.029325512,1.124144673,0.068426199
0.029325512,1.094819183,0.058651023
0.029325512,1.04594326,0.058651023
0.029325512,1.04594326,0.068426199
0.029325512,1.524926662,0.058651023
0.039100683,1.544476986,0.078201365
0.048875852,1.378299117,0.068426199
0.048875852,1.192570925,0.048875852
0.048875852,1.143694997,0.048875852
0.048875852,1.173020482,0.048875852
0.068426199,1.133919835,0.048875852
0.068426199,1.075268865,0.058651023
0.078201365,0.948191547,0.058651023
0.078201365,0.860215092,0.058651023
0.078201365,0.821114349,0.048875852
0.078201365,0.860215092,0.048875852
0.097751703,0.791788864,0.048875852
0.107526886,0.674486828,0.039100683
0.156402731,0.586510229,0.039100683
0.166177917,0.518084049,0.039100683
0.215053773,0.518084049,0.039100683
0.195503416,0.566959906,0.029325512
0.175953078,0.518084049,0.039100683
0.175953078,0.566959906,0.039100683
0.166177917,0.635386086,0.048875852
0.166177917,0.645161247,0.048875852
0.14662756,0.625610924,0.039100683
0.166177917,0.557184744,0.039100683
0.175953078,0.488758564,0.039100683
0.166177917,0.459433031,0.029325512
0.175953078,0.420332336,0.029325512
0.166177917,0.430107546,0.029325512
0.185728254,0.361681342,0.029325512
0.185728254,0.351906157,0.029325512
0.185728254,0.361681342,0.029325512
0.175953078,0.361681342,0.039100683
0.175953078,0.351906157,0.039100683
0.185728254,0.3030303,0.029325512
0.195503416,0.361681342,0.029325512
0.175953078,0.312805462,0.039100683
0.166177917,0.342130995,0.039100683
0.175953078,0.293255119,0.039100683
0.166177917,0.254154444,0.039100683
0.166177917,0.244379282,0.048875852
0.136852396,0.244379282,0.039100683
0.127077222,0.224828935,0.048875852
0.117302048,0.205278587,0.048875852
0.107526886,0.215053773,0.058651023
0.107526886,0.224828935,0.058651023
0.107526886,0.215053773,0.058651023
0.097751703,0.195503416,0.068426199
0.087976542,0.195503416,0.068426199
0.097751703,0.224828935,0.068426199
0.097751703,0.254154444,0.068426199
0.087976542,0.234604096,0.068426199
0.087976542,0.254154444,0.058651023
0.097751703,0.312805462,0.068426199
0.087976542,0.283479958,0.068426199
0.087976542,0.244379282,0.097751703
0.087976542,0.254154444,0.136852396
0.087976542,0.254154444,0.14662756
0.087976542,0.224828935,0.166177917
0.068426199,0.215053773,0.166177917
0.068426199,0.195503416,0.244379282
0.068426199,0.185728254,0.273704791
0.058651023,0.205278587,0.263929605
0.058651023,0.185728254,0.283479958
0.048875852,0.185728254,0.273704791
0.048875852,0.166177917,0.283479958
0.048875852,0.185728254,0.254154444
0.048875852,0.175953078,0.263929605
0.048875852,0.166177917,0.273704791
0.039100683,0.156402731,0.273704791
0.039100683,0.166177917,0.3030303
0.039100683,0.205278587,0.293255119
0.039100683,0.175953078,0.312805462
0.039100683,0.156402731,0.3030303
0.039100683,0.156402731,0.312805462
0.039100683,0.14662756,0.283479958
0.039100683,0.14662756,0.254154444
0.039100683,0.14662756,0.273704791
0.058651023,0.136852396,0.254154444
0.048875852,0.136852396,0.293255119
0.048875852,0.127077222,0.293255119
0.058651023,0.156402731,0.283479958
0.058651023,0.156402731,0.254154444
0.048875852,0.185728254,0.254154444
0.039100683,0.185728254,0.244379282
0.039100683,0.195503416,0.263929605
0.039100683,0.234604096,0.273704791
0.039100683,0.215053773,0.234604096
0.039100683,0.234604096,0.205278587
0.039100683,0.244379282,0.205278587
0.029325512,0.3030303,0.205278587
0.029325512,0.293255119,0.205278587
0.039100683,0.312805462,0.185728254
0.029325512,0.283479958,0.185728254
0.029325512,0.332355833,0.185728254
0.039100683,0.312805462,0.175953078
0.029325512,0.342130995,0.14662756
0.029325512,0.361681342,0.136852396
0.029325512,0.38123167,0.127077222
0.019550342,0.439882708,0.127077222
0.019550342,0.430107546,0.117302048
0.019550342,0.391006832,0.127077222
0.029325512,0.400782013,0.14662756
0.029325512,0.478983355,0.156402731
0.029325512,0.488758564,0.127077222
0.029325512,0.557184744,0.127077222
0.029325512,0.53763442,0.127077222
0.039100683,0.508308887,0.127077222
0.039100683,0.459433031,0.107526886
0.048875852,0.420332336,0.107526886
0.048875852,0.459433031,0.107526886
0.048875852,0.488758564,0.107526886
0.058651023,0.518084049,0.117302048
0.058651023,0.478983355,0.166177917
