0.234604096,0.547409582,0.527859211,0.234604096,0.127077222,0.127077222,0.518084049,0.14662756,0.097751703,0.097751703,0.166177917,0.097751703,0.195503416,0.205278587,0.263929605,0.566959906
1.28054738,1.290322542,1.036168098,0.948191547,2.082111359,2.482893467,3.000977516,2.67839694,1.739980459,1.788856268,1.876832867,1.779081106,0.224828935,0.205278587,0.263929605,0.713587475
1.759530783,1.329423308,1.036168098,1.006842613,2.140762568,2.541544437,3.059628487,2.776148558,1.779081106,1.83773222,1.935483837,1.818181896,0.224828935,0.205278587,0.254154444,0.703812313
1.984359741,1.28054738,0.997067451,0.977517128,2.03323555,2.424242496,2.893450737,2.629521132,1.69110465,1.739980459,1.83773222,1.710654974,0.224828935,0.215053773,0.254154444,0.733137846
2.062561035,1.231671572,0.957966709,0.938416386,1.915933514,2.277614832,2.756598234,2.473118305,1.603128052,1.642228699,1.739980459,1.642228699,0.224828935,0.224828935,0.254154444,0.733137846
2.082111359,1.16324532,0.928641224,0.899315739,1.79863143,2.160312891,2.629521132,2.336265802,1.524926662,1.573802567,1.642228699,1.544476986,0.224828935,0.215053773,0.254154444,0.752688169
2.072336197,1.124144673,0.899315739,0.869990253,1.700879812,2.03323555,2.492668629,2.2091887,1.436950111,1.495601177,1.573802567,1.466275692,0.224828935,0.224828935,0.273704791,0.742913008
2.003910065,1.065493703,0.860215092,0.830889511,1.59335289,1.925708675,2.365591288,2.09188652,1.358748794,1.42717495,1.495601177,1.388074284,0.215053773,0.234604096,0.283479958,0.733137846
1.915933514,1.016617775,0.830889511,0.791788864,1.505376339,1.827957058,2.258064508,1.974584579,1.290322542,1.368523955,1.42717495,1.319648147,0.215053773,0.224828935,0.293255119,0.703812313
1.818181896,0.977517128,0.801564026,0.772238493,1.417399788,1.739980459,2.150537729,1.857282543,1.22189641,1.290322542,1.368523955,1.251221895,0.215053773,0.224828935,0.3030303,0.713587475
1.730205297,0.928641224,0.782013655,0.742913008,1.33919847,1.642228699,2.043010712,1.759530783,1.16324532,1.22189641,1.300097704,1.173020482,0.205278587,0.224828935,0.293255119,0.68426199
1.642228699,0.899315739,0.762463331,0.713587475,1.260997057,1.573802567,1.945259094,1.661779022,1.10459435,1.16324532,1.241446733,1.114369512,0.205278587,0.215053773,0.293255119,0.694037151
1.564027309,0.860215092,0.733137846,0.674486828,1.192570925,1.495601177,1.867057705,1.564027309,1.055718422,1.10459435,1.173020482,1.055718422,0.215053773,0.215053773,0.293255119,0.68426199
1.476050854,0.821114349,0.713587475,0.654936409,1.124144673,1.417399788,1.788856268,1.476050854,1.006842613,1.04594326,1.133919835,1.006842613,0.224828935,0.215053773,0.293255119,0.68426199
1.407624626,0.772238493,0.694037151,0.625610924,1.065493703,1.33919847,1.720430136,1.397849445,0.967741871,0.997067451,1.085044022,0.967741871,0.224828935,0.215053773,0.283479958,0.664711666
1.33919847,0.742913008,0.694037151,0.6060606,1.006842613,1.260997057,1.65200386,1.329423308,0.928641224,0.948191547,1.026392937,0.938416386,0.234604096,0.205278587,0.273704791,0.635386086
1.28054738,0.713587475,0.674486828,0.586510229,0.957966709,1.202346087,1.564027309,1.251221895,0.899315739,0.889540577,0.98729229,0.889540577,0.234604096,0.205278587,0.263929605,0.615835762
1.22189641,0.68426199,0.654936409,0.566959906,0.9090909,1.133919835,1.495601177,1.182795639,0.860215092,0.85043993,0.928641224,0.85043993,0.234604096,0.215053773,0.263929605,0.615835762
1.153470159,0.654936409,0.654936409,0.53763442,0.860215092,1.075268865,1.446725368,1.114369512,0.811339188,0.801564026,0.899315739,0.801564026,0.244379282,0.215053773,0.254154444,0.625610924
1.094819183,0.625610924,0.635386086,0.508308887,0.811339188,1.016617775,1.378299117,1.055718422,0.782013655,0.772238493,0.860215092,0.772238493,0.254154444,0.215053773,0.254154444,0.674486828
1.04594326,0.6060606,0.625610924,0.488758564,0.762463331,0.957966709,1.329423308,0.997067451,0.742913008,0.733137846,0.830889511,0.752688169,0.263929605,0.224828935,0.254154444,0.694037151
0.98729229,0.586510229,0.6060606,0.478983355,0.723362684,0.918866062,1.270772219,0.948191547,0.713587475,0.694037151,0.801564026,0.713587475,0.263929605,0.215053773,0.254154444,0.694037151
0.938416386,0.557184744,0.596285439,0.459433031,0.68426199,0.869990253,1.231671572,0.889540577,0.68426199,0.664711666,0.772238493,0.68426199,0.263929605,0.215053773,0.263929605,0.703812313
0.9090909,0.53763442,0.586510229,0.439882708,0.654936409,0.830889511,1.192570925,0.840664673,0.654936409,0.645161247,0.762463331,0.654936409,0.283479958,0.205278587,0.254154444,0.762463331
0.879765415,0.508308887,0.576735067,0.430107546,0.615835762,0.782013655,1.133919835,0.801564026,0.635386086,0.625610924,0.733137846,0.625610924,0.293255119,0.205278587,0.244379282,0.869990253
0.869990253,0.488758564,0.557184744,0.420332336,0.586510229,0.742913008,1.114369512,0.762463331,0.6060606,0.596285439,0.703812313,0.596285439,0.3030303,0.195503416,0.244379282,0.889540577
0.860215092,0.469208193,0.53763442,0.400782013,0.557184744,0.703812313,1.094819183,0.723362684,0.586510229,0.566959906,0.664711666,0.566959906,0.3030303,0.195503416,0.244379282,0.938416386
0.860215092,0.439882708,0.508308887,0.38123167,0.527859211,0.674486828,1.085044022,0.703812313,0.557184744,0.547409582,0.635386086,0.53763442,0.312805462,0.195503416,0.234604096,0.957966709
